first variable  second variable add_sum         multiply_sum    
           1709           1914           3623
           1709           1889           3598
           1709           1953           3662
           1709           1588           3297
           1709           1958           3667
           1709           1310           3019
           1709           1391           3100
           1709           1326           3035
           1709           1131           2840
           1709           1959           3668
           1709           1844           3553
           1709           1307           3016
           1709           1998           3707
           1709           1961           3670
           1709           1708           3417
           1709           1977           3686
           1709           1886           3595
           1709           1946           3655
           1709           1516           3225
           1709           1999           3708
           1709           1859           3568
           1709           1931           3640
           1709           1853           3562
           1709           1265           2974
           1709           1869           3578
           1709           1642           3351
           1709           1740           3449
           1709           1467           3176
           1709           1944           3653
           1709           1956           3665
           1709           1263           2972
           1709           1940           3649
           1709           1912           3621
           1709           1832           3541
           1709           1872           3581
           1709           1678           3387
           1709           1319           3028
           1709           1839           3548
           1709           1689           3398
           1709           1765           3474
           1709           1894           3603
           1709           1242           2951
           1709           1983           3692
           1709           1410           3119
           1709           1985           3694
           1709           1387           3096
           1709           1022           2731
           1709           1358           3067
           1709           860           2569
           1709           112           1821
           1709           1964           3673
           1709           1836           3545
           1709           1838           3547
           1709           1285           2994
           1709           1943           3652
           1709           1718           3427
           1709           1351           3060
           1709           760           2469
           1709           1925           3634
           1709           1842           3551
           1709           1921           3630
           1709           1967           3676
           1709           1822           3531
           1709           1978           3687
           1709           1837           3546
           1709           1378           3087
           1709           1618           3327
           1709           1266           2975
           1709           2003           3712
           1709           1972           3681
           1709           666           2375
           1709           1321           3030
           1709           1938           3647
           1709           1616           3325
           1709           1892           3601
           1709           831           2540
           1709           1865           3574
           1709           1314           3023
           1709           1571           3280
           1709           1806           3515
           1709           1225           2934
           1709           1882           3591
           1709           1454           3163
           1709           1257           2966
           1709           1381           3090
           1709           1284           2993
           1709           1907           3616
           1709           1950           3659
           1709           1887           3596
           1709           1492           3201
           1709           1934           3643
           1709           1709           3418
           1709           1315           3024
           1709           1574           3283
           1709           1794           3503
           1709           1576           3285
           1709           1883           3592
           1709           1864           3573
           1709           1981           3690
           1709           1317           3026
           1709           1397           3106
           1709           1325           3034
           1709           1620           3329
           1709           1895           3604
           1709           1485           3194
           1709           1828           3537
           1709           1803           3512
           1709           1715           3424
           1709           1374           3083
           1709           1251           2960
           1709           1460           3169
           1709           1863           3572
           1709           1581           3290
           1709           1499           3208
           1709           1933           3642
           1709           1982           3691
           1709           1809           3518
           1315           2004           3319
           1315           1520           2835
           1315           1753           3068
           1315           1463           2778
           1315           1976           3291
           1315           1994           3309
           1315           1830           3145
           1315           1942           3257
           1315           1784           3099
           1315           1858           3173
           1315           1841           3156
           1315           1721           3036
           1315           1480           2795
           1315           1821           3136
           1315           1584           2899
           1315           978           2293
           1315           1530           2845
           1315           1278           2593
           1315           1827           3142
           1315           889           2204
           1315           1922           3237
           1315           1996           3311
           1315           1992           3307
           1315           1819           3134
           1315           1847           3162
           1315           2010           3325
           1315           2002           3317
           1315           210           1525
           1315           1924           3239
           1315           1482           2797
           1315           1451           2766
           1315           1867           3182
           1315           1364           2679
           1315           1578           2893
           1315           1623           2938
           1315           1117           2432
           1315           1594           2909
           1315           1476           2791
           1315           1879           3194
           1315           1797           3112
           1315           1952           3267
           1315           2005           3320
           1315           1734           3049
           1315           1898           3213
           1315           1880           3195
           1315           1330           2645
           1315           1854           3169
           1315           1813           3128
           1315           1926           3241
           1315           1686           3001
           1315           1286           2601
           1315           1808           3123
           1315           1876           3191
           1315           1366           2681
           1315           1995           3310
           1315           1632           2947
           1315           1699           3014
           1315           2001           3316
           1315           1365           2680
           1315           1343           2658
           1315           1979           3294
           1315           1868           3183
           1315           1815           3130
           1315           820           2135
           1315           1966           3281
           1315           1888           3203
           1315           1916           3231
           1315           1852           3167
           1315           1932           3247
           1315           1368           2683
           1315           1606           2921
           1315           1825           3140
           1315           1731           3046
           1315           1980           3295
           1315           1990           3305
           1315           1818           3133
           1315           1702           3017
           1315           1419           2734
           1315           1897           3212
           1315           1970           3285
           1315           1276           2591
           1315           1914           3229
           1315           1889           3204
           1315           1953           3268
           1315           1588           2903
           1315           1958           3273
           1315           1310           2625
           1315           1391           2706
           1315           1326           2641
           1315           1131           2446
           1315           1959           3274
           1315           1844           3159
           1315           1307           2622
           1315           1998           3313
           1315           1961           3276
           1315           1708           3023
           1315           1977           3292
           1315           1886           3201
           1315           1946           3261
           1315           1516           2831
           1315           1999           3314
           1315           1859           3174
           1315           1931           3246
           1315           1853           3168
           1315           1265           2580
           1315           1869           3184
           1315           1642           2957
           1315           1740           3055
           1315           1467           2782
           1315           1944           3259
           1315           1956           3271
           1315           1263           2578
           1315           1940           3255
           1315           1912           3227
           1315           1832           3147
           1315           1872           3187
           1315           1678           2993
           1315           1319           2634
           1315           1839           3154
           1315           1689           3004
           1315           1765           3080
           1315           1894           3209
           1315           1242           2557
           1315           1983           3298
           1315           1410           2725
           1315           1985           3300
           1315           1387           2702
           1315           1022           2337
           1315           1358           2673
           1315           860           2175
           1315           112           1427
           1315           1964           3279
           1315           1836           3151
           1315           1838           3153
           1315           1285           2600
           1315           1943           3258
           1315           1718           3033
           1315           1351           2666
           1315           760           2075
           1315           1925           3240
           1315           1842           3157
           1315           1921           3236
           1315           1967           3282
           1315           1822           3137
           1315           1978           3293
           1315           1837           3152
           1315           1378           2693
           1315           1618           2933
           1315           1266           2581
           1315           2003           3318
           1315           1972           3287
           1315           666           1981
           1315           1321           2636
           1315           1938           3253
           1315           1616           2931
           1315           1892           3207
           1315           831           2146
           1315           1865           3180
           1315           1314           2629
           1315           1571           2886
           1315           1806           3121
           1315           1225           2540
           1315           1882           3197
           1315           1454           2769
           1315           1257           2572
           1315           1381           2696
           1315           1284           2599
           1315           1907           3222
           1315           1950           3265
           1315           1887           3202
           1315           1492           2807
           1315           1934           3249
           1315           1709           3024
           1315           1315           2630
           1315           1574           2889
           1315           1794           3109
           1315           1576           2891
           1315           1883           3198
           1315           1864           3179
           1315           1981           3296
           1315           1317           2632
           1315           1397           2712
           1315           1325           2640
           1315           1620           2935
           1315           1895           3210
           1315           1485           2800
           1315           1828           3143
           1315           1803           3118
           1315           1715           3030
           1315           1374           2689
           1315           1251           2566
           1315           1460           2775
           1315           1863           3178
           1315           1581           2896
           1315           1499           2814
           1315           1933           3248
           1315           1982           3297
           1315           1809           3124
           1574           2004           3578
           1574           1520           3094
           1574           1753           3327
           1574           1463           3037
           1574           1976           3550
           1574           1994           3568
           1574           1830           3404
           1574           1942           3516
           1574           1784           3358
           1574           1858           3432
           1574           1841           3415
           1574           1721           3295
           1574           1480           3054
           1574           1821           3395
           1574           1584           3158
           1574           978           2552
           1574           1530           3104
           1574           1278           2852
           1574           1827           3401
           1574           889           2463
           1574           1922           3496
           1574           1996           3570
           1574           1992           3566
           1574           1819           3393
           1574           1847           3421
           1574           2010           3584
           1574           2002           3576
           1574           210           1784
           1574           1924           3498
           1574           1482           3056
           1574           1451           3025
           1574           1867           3441
           1574           1364           2938
           1574           1578           3152
           1574           1623           3197
           1574           1117           2691
           1574           1594           3168
           1574           1476           3050
           1574           1879           3453
           1574           1797           3371
           1574           1952           3526
           1574           2005           3579
           1574           1734           3308
           1574           1898           3472
           1574           1880           3454
           1574           1330           2904
           1574           1854           3428
           1574           1813           3387
           1574           1926           3500
           1574           1686           3260
           1574           1286           2860
           1574           1808           3382
           1574           1876           3450
           1574           1366           2940
           1574           1995           3569
           1574           1632           3206
           1574           1699           3273
           1574           2001           3575
           1574           1365           2939
           1574           1343           2917
           1574           1979           3553
           1574           1868           3442
           1574           1815           3389
           1574           820           2394
           1574           1966           3540
           1574           1888           3462
           1574           1916           3490
           1574           1852           3426
           1574           1932           3506
           1574           1368           2942
           1574           1606           3180
           1574           1825           3399
           1574           1731           3305
           1574           1980           3554
           1574           1990           3564
           1574           1818           3392
           1574           1702           3276
           1574           1419           2993
           1574           1897           3471
           1574           1970           3544
           1574           1276           2850
           1574           1914           3488
           1574           1889           3463
           1574           1953           3527
           1574           1588           3162
           1574           1958           3532
           1574           1310           2884
           1574           1391           2965
           1574           1326           2900
           1574           1131           2705
           1574           1959           3533
           1574           1844           3418
           1574           1307           2881
           1574           1998           3572
           1574           1961           3535
           1574           1708           3282
           1574           1977           3551
           1574           1886           3460
           1574           1946           3520
           1574           1516           3090
           1574           1999           3573
           1574           1859           3433
           1574           1931           3505
           1574           1853           3427
           1574           1265           2839
           1574           1869           3443
           1574           1642           3216
           1574           1740           3314
           1574           1467           3041
           1574           1944           3518
           1574           1956           3530
           1574           1263           2837
           1574           1940           3514
           1574           1912           3486
           1574           1832           3406
           1574           1872           3446
           1574           1678           3252
           1574           1319           2893
           1574           1839           3413
           1574           1689           3263
           1574           1765           3339
           1574           1894           3468
           1574           1242           2816
           1574           1983           3557
           1574           1410           2984
           1574           1985           3559
           1574           1387           2961
           1574           1022           2596
           1574           1358           2932
           1574           860           2434
           1574           112           1686
           1574           1964           3538
           1574           1836           3410
           1574           1838           3412
           1574           1285           2859
           1574           1943           3517
           1574           1718           3292
           1574           1351           2925
           1574           760           2334
           1574           1925           3499
           1574           1842           3416
           1574           1921           3495
           1574           1967           3541
           1574           1822           3396
           1574           1978           3552
           1574           1837           3411
           1574           1378           2952
           1574           1618           3192
           1574           1266           2840
           1574           2003           3577
           1574           1972           3546
           1574           666           2240
           1574           1321           2895
           1574           1938           3512
           1574           1616           3190
           1574           1892           3466
           1574           831           2405
           1574           1865           3439
           1574           1314           2888
           1574           1571           3145
           1574           1806           3380
           1574           1225           2799
           1574           1882           3456
           1574           1454           3028
           1574           1257           2831
           1574           1381           2955
           1574           1284           2858
           1574           1907           3481
           1574           1950           3524
           1574           1887           3461
           1574           1492           3066
           1574           1934           3508
           1574           1709           3283
           1574           1315           2889
           1574           1574           3148
           1574           1794           3368
           1574           1576           3150
           1574           1883           3457
           1574           1864           3438
           1574           1981           3555
           1574           1317           2891
           1574           1397           2971
           1574           1325           2899
           1574           1620           3194
           1574           1895           3469
           1574           1485           3059
           1574           1828           3402
           1574           1803           3377
           1574           1715           3289
           1574           1374           2948
           1574           1251           2825
           1574           1460           3034
           1574           1863           3437
           1574           1581           3155
           1574           1499           3073
           1574           1933           3507
           1574           1982           3556
           1574           1809           3383
           1794           2004           3798
           1794           1520           3314
           1794           1753           3547
           1794           1463           3257
           1794           1976           3770
           1794           1994           3788
           1794           1830           3624
           1794           1942           3736
           1794           1784           3578
           1794           1858           3652
           1794           1841           3635
           1794           1721           3515
           1794           1480           3274
           1794           1821           3615
           1794           1584           3378
           1794           978           2772
           1794           1530           3324
           1794           1278           3072
           1794           1827           3621
           1794           889           2683
           1794           1922           3716
           1794           1996           3790
           1794           1992           3786
           1794           1819           3613
           1794           1847           3641
           1794           2010           3804
           1794           2002           3796
           1794           210           2004
           1794           1924           3718
           1794           1482           3276
           1794           1451           3245
           1794           1867           3661
           1794           1364           3158
           1794           1578           3372
           1794           1623           3417
           1794           1117           2911
           1794           1594           3388
           1794           1476           3270
           1794           1879           3673
           1794           1797           3591
           1794           1952           3746
           1794           2005           3799
           1794           1734           3528
           1794           1898           3692
           1794           1880           3674
           1794           1330           3124
           1794           1854           3648
           1794           1813           3607
           1794           1926           3720
           1794           1686           3480
           1794           1286           3080
           1794           1808           3602
           1794           1876           3670
           1794           1366           3160
           1794           1995           3789
           1794           1632           3426
           1794           1699           3493
           1794           2001           3795
           1794           1365           3159
           1794           1343           3137
           1794           1979           3773
           1794           1868           3662
           1794           1815           3609
           1794           820           2614
           1794           1966           3760
           1794           1888           3682
           1794           1916           3710
           1794           1852           3646
           1794           1932           3726
           1794           1368           3162
           1794           1606           3400
           1794           1825           3619
           1794           1731           3525
           1794           1980           3774
           1794           1990           3784
           1794           1818           3612
           1794           1702           3496
           1794           1419           3213
           1794           1897           3691
           1794           1970           3764
           1794           1276           3070
           1794           1914           3708
           1794           1889           3683
           1794           1953           3747
           1794           1588           3382
           1794           1958           3752
           1794           1310           3104
           1794           1391           3185
           1794           1326           3120
           1794           1131           2925
           1794           1959           3753
           1794           1844           3638
           1794           1307           3101
           1794           1998           3792
           1794           1961           3755
           1794           1708           3502
           1794           1977           3771
           1794           1886           3680
           1794           1946           3740
           1794           1516           3310
           1794           1999           3793
           1794           1859           3653
           1794           1931           3725
           1794           1853           3647
           1794           1265           3059
           1794           1869           3663
           1794           1642           3436
           1794           1740           3534
           1794           1467           3261
           1794           1944           3738
           1794           1956           3750
           1794           1263           3057
           1794           1940           3734
           1794           1912           3706
           1794           1832           3626
           1794           1872           3666
           1794           1678           3472
           1794           1319           3113
           1794           1839           3633
           1794           1689           3483
           1794           1765           3559
           1794           1894           3688
           1794           1242           3036
           1794           1983           3777
           1794           1410           3204
           1794           1985           3779
           1794           1387           3181
           1794           1022           2816
           1794           1358           3152
           1794           860           2654
           1794           112           1906
           1794           1964           3758
           1794           1836           3630
           1794           1838           3632
           1794           1285           3079
           1794           1943           3737
           1794           1718           3512
           1794           1351           3145
           1794           760           2554
           1794           1925           3719
           1794           1842           3636
           1794           1921           3715
           1794           1967           3761
           1794           1822           3616
           1794           1978           3772
           1794           1837           3631
           1794           1378           3172
           1794           1618           3412
           1794           1266           3060
           1794           2003           3797
           1794           1972           3766
           1794           666           2460
           1794           1321           3115
           1794           1938           3732
           1794           1616           3410
           1794           1892           3686
           1794           831           2625
           1794           1865           3659
           1794           1314           3108
           1794           1571           3365
           1794           1806           3600
           1794           1225           3019
           1794           1882           3676
           1794           1454           3248
           1794           1257           3051
           1794           1381           3175
           1794           1284           3078
           1794           1907           3701
           1794           1950           3744
           1794           1887           3681
           1794           1492           3286
           1794           1934           3728
           1794           1709           3503
           1794           1315           3109
           1794           1574           3368
           1794           1794           3588
           1794           1576           3370
           1794           1883           3677
           1794           1864           3658
           1794           1981           3775
           1794           1317           3111
           1794           1397           3191
           1794           1325           3119
           1794           1620           3414
           1794           1895           3689
           1794           1485           3279
           1794           1828           3622
           1794           1803           3597
           1794           1715           3509
           1794           1374           3168
           1794           1251           3045
           1794           1460           3254
           1794           1863           3657
           1794           1581           3375
           1794           1499           3293
           1794           1933           3727
           1794           1982           3776
           1794           1809           3603
           1576           2004           3580
           1576           1520           3096
           1576           1753           3329
           1576           1463           3039
           1576           1976           3552
           1576           1994           3570
           1576           1830           3406
           1576           1942           3518
           1576           1784           3360
           1576           1858           3434
           1576           1841           3417
           1576           1721           3297
           1576           1480           3056
           1576           1821           3397
           1576           1584           3160
           1576           978           2554
           1576           1530           3106
           1576           1278           2854
           1576           1827           3403
           1576           889           2465
           1576           1922           3498
           1576           1996           3572
           1576           1992           3568
           1576           1819           3395
           1576           1847           3423
           1576           2010           3586
           1576           2002           3578
           1576           210           1786
           1576           1924           3500
           1576           1482           3058
           1576           1451           3027
           1576           1867           3443
           1576           1364           2940
           1576           1578           3154
           1576           1623           3199
           1576           1117           2693
           1576           1594           3170
           1576           1476           3052
           1576           1879           3455
           1576           1797           3373
           1576           1952           3528
           1576           2005           3581
           1576           1734           3310
           1576           1898           3474
           1576           1880           3456
           1576           1330           2906
           1576           1854           3430
           1576           1813           3389
           1576           1926           3502
           1576           1686           3262
           1576           1286           2862
           1576           1808           3384
           1576           1876           3452
           1576           1366           2942
           1576           1995           3571
           1576           1632           3208
           1576           1699           3275
           1576           2001           3577
           1576           1365           2941
           1576           1343           2919
           1576           1979           3555
           1576           1868           3444
           1576           1815           3391
           1576           820           2396
           1576           1966           3542
           1576           1888           3464
           1576           1916           3492
           1576           1852           3428
           1576           1932           3508
           1576           1368           2944
           1576           1606           3182
           1576           1825           3401
           1576           1731           3307
           1576           1980           3556
           1576           1990           3566
           1576           1818           3394
           1576           1702           3278
           1576           1419           2995
           1576           1897           3473
           1576           1970           3546
           1576           1276           2852
           1576           1914           3490
           1576           1889           3465
           1576           1953           3529
           1576           1588           3164
           1576           1958           3534
           1576           1310           2886
           1576           1391           2967
           1576           1326           2902
           1576           1131           2707
           1576           1959           3535
           1576           1844           3420
           1576           1307           2883
           1576           1998           3574
           1576           1961           3537
           1576           1708           3284
           1576           1977           3553
           1576           1886           3462
           1576           1946           3522
           1576           1516           3092
           1576           1999           3575
           1576           1859           3435
           1576           1931           3507
           1576           1853           3429
           1576           1265           2841
           1576           1869           3445
           1576           1642           3218
           1576           1740           3316
           1576           1467           3043
           1576           1944           3520
           1576           1956           3532
           1576           1263           2839
           1576           1940           3516
           1576           1912           3488
           1576           1832           3408
           1576           1872           3448
           1576           1678           3254
           1576           1319           2895
           1576           1839           3415
           1576           1689           3265
           1576           1765           3341
           1576           1894           3470
           1576           1242           2818
           1576           1983           3559
           1576           1410           2986
           1576           1985           3561
           1576           1387           2963
           1576           1022           2598
           1576           1358           2934
           1576           860           2436
           1576           112           1688
           1576           1964           3540
           1576           1836           3412
           1576           1838           3414
           1576           1285           2861
           1576           1943           3519
           1576           1718           3294
           1576           1351           2927
           1576           760           2336
           1576           1925           3501
           1576           1842           3418
           1576           1921           3497
           1576           1967           3543
           1576           1822           3398
           1576           1978           3554
           1576           1837           3413
           1576           1378           2954
           1576           1618           3194
           1576           1266           2842
           1576           2003           3579
           1576           1972           3548
           1576           666           2242
           1576           1321           2897
           1576           1938           3514
           1576           1616           3192
           1576           1892           3468
           1576           831           2407
           1576           1865           3441
           1576           1314           2890
           1576           1571           3147
           1576           1806           3382
           1576           1225           2801
           1576           1882           3458
           1576           1454           3030
           1576           1257           2833
           1576           1381           2957
           1576           1284           2860
           1576           1907           3483
           1576           1950           3526
           1576           1887           3463
           1576           1492           3068
           1576           1934           3510
           1576           1709           3285
           1576           1315           2891
           1576           1574           3150
           1576           1794           3370
           1576           1576           3152
           1576           1883           3459
           1576           1864           3440
           1576           1981           3557
           1576           1317           2893
           1576           1397           2973
           1576           1325           2901
           1576           1620           3196
           1576           1895           3471
           1576           1485           3061
           1576           1828           3404
           1576           1803           3379
           1576           1715           3291
           1576           1374           2950
           1576           1251           2827
           1576           1460           3036
           1576           1863           3439
           1576           1581           3157
           1576           1499           3075
           1576           1933           3509
           1576           1982           3558
           1576           1809           3385
           1883           2004           3887
           1883           1520           3403
           1883           1753           3636
           1883           1463           3346
           1883           1976           3859
           1883           1994           3877
           1883           1830           3713
           1883           1942           3825
           1883           1784           3667
           1883           1858           3741
           1883           1841           3724
           1883           1721           3604
           1883           1480           3363
           1883           1821           3704
           1883           1584           3467
           1883           978           2861
           1883           1530           3413
           1883           1278           3161
           1883           1827           3710
           1883           889           2772
           1883           1922           3805
           1883           1996           3879
           1883           1992           3875
           1883           1819           3702
           1883           1847           3730
           1883           2010           3893
           1883           2002           3885
           1883           210           2093
           1883           1924           3807
           1883           1482           3365
           1883           1451           3334
           1883           1867           3750
           1883           1364           3247
           1883           1578           3461
           1883           1623           3506
           1883           1117           3000
           1883           1594           3477
           1883           1476           3359
           1883           1879           3762
           1883           1797           3680
           1883           1952           3835
           1883           2005           3888
           1883           1734           3617
           1883           1898           3781
           1883           1880           3763
           1883           1330           3213
           1883           1854           3737
           1883           1813           3696
           1883           1926           3809
           1883           1686           3569
           1883           1286           3169
           1883           1808           3691
           1883           1876           3759
           1883           1366           3249
           1883           1995           3878
           1883           1632           3515
           1883           1699           3582
           1883           2001           3884
           1883           1365           3248
           1883           1343           3226
           1883           1979           3862
           1883           1868           3751
           1883           1815           3698
           1883           820           2703
           1883           1966           3849
           1883           1888           3771
           1883           1916           3799
           1883           1852           3735
           1883           1932           3815
           1883           1368           3251
           1883           1606           3489
